시도교육청코드,행정표준코드,학교명,도로명주소,홈페이지주소
C10,7150279,부산혜성학교,부산광역시 남구 진남로166번길 10-9,http://hyeseong-s.sc.kr
C10,7150336,부산혜송학교,부산광역시 서구 천마로50번길 1,http://school.busanedu.net/hyesong-s-s/main.do
C10,7150283,부산혜원학교,부산광역시 강서구 공항로 1319,http://hyewon-s.sc.kr
C10,7150448,부산화교소학교,부산광역시 동구 대영로239번길 43,http://
C10,7150447,부산화교소학교병설유치원,,http://www.bck1958.com
C10,7150449,부산화교중고등학교,부산광역시 동구 대영로243번길 61,http://
C10,7181034,부암초등학교,부산광역시 부산진구 신천대로263번길 26,http://www.buam.es.kr
C10,7150143,부일외국어고등학교,부산광역시 사하구 감천로73번길 36,http://www.puilschool.hs.kr
C10,7150346,부일전자디자인고등학교,부산광역시 사하구 감천로73번길 36,http://www.buil.hs.kr
C10,7181035,부전초등학교,부산광역시 부산진구 부전로65번길 25,http://www.pspujun.es.kr/
C10,7150111,부흥고등학교,부산광역시 해운대구 좌동순환로 248,http://www.buhungko.hs.kr
C10,7211015,부흥중학교,부산광역시 해운대구 좌동순환로 226,http://school.busanedu.net/buheung-m
C10,7211055,부흥초등학교,부산광역시 해운대구 좌동순환로 216,http://www.buhung.es.kr
C10,7150371,분포고등학교,부산광역시 남구 분포로 57,http://www.bunpo.hs.kr
C10,7181091,분포중학교,부산광역시 남구 분포로 51,http://www.boonpo.ms.kr/
C10,7181036,분포초등학교,부산광역시 남구 분포로 41,http://www.bunpo.es.kr
C10,7150144,브니엘고등학교,부산광역시 금정구 체육공원로 154,http://www.peniel.hs.kr
C10,7150145,브니엘여자고등학교,부산광역시 금정구 체육공원로 154,http://ipeniel.hs.kr/
C10,7150592,브니엘예술고등학교,부산광역시 금정구 체육공원로 154,http://www.penielart.or.kr/
C10,7191199,브니엘예술중학교,부산광역시 금정구 체육공원로 154,http://peniel.ms.kr
C10,7171063,사남초등학교,부산광역시 사하구 장평로 390,http://sanam.es.kr
C10,7171064,사동초등학교,부산광역시 사하구 승학로 129-2,http://
C10,7150425,사상고등학교,부산광역시 사상구 강선로 24,http://www.sasang.hs.kr
C10,7201081,사상초등학교,부산광역시 사상구 운산로 65,http://sasang.es.kr/
C10,7150112,사직고등학교,부산광역시 동래구 쇠미로119번길 51,http://www.sajik.hs.kr/
C10,7150146,사직여자고등학교,부산광역시 동래구 쇠미로27번길 21,http://www.sajik-g.hs.kr/
C10,7191023,사직여자중학교,부산광역시 동래구 사직로 91,http://www.sajik-g.ms.kr
C10,7191022,사직중학교,부산광역시 동래구 쇠미로51번길 30,http://sajik.ms.kr
C10,7191073,사직초등학교,부산광역시 동래구 쇠미로81번길 7,http:// http://www.sajik.es.kr
C10,7171023,사하중학교,부산광역시 사하구 낙동대로302번길 35,http://saha.ms.kr
C10,7171065,사하초등학교,부산광역시 사하구 낙동대로 266,http://www.saha.es.kr
C10,7201083,삼덕초등학교,부산광역시 사상구 삼덕로 24,http://www.samdok.es.kr
C10,7150147,삼성여자고등학교,부산광역시 사하구 감천로43번길 45,http://www.samsung-g.hs.kr
C10,7171037,삼성중학교,부산광역시 사하구 감천로43번길 45-2,http://samsung.ms.kr
C10,7211091,삼어초등학교,부산광역시 해운대구 삼어로91번길 73,http://sameo.es.kr
C10,7150430,삼정고등학교,부산광역시 북구 시랑로118번길 53,http://www.sj.hs.kr
C10,7211016,상당중학교,부산광역시 해운대구 대천로103번길 48,http://www.sangdang.ms.kr
C10,7211056,상당초등학교,부산광역시 해운대구 세실로 173,http://sangdang.es.kr/
C10,7171066,상리초등학교,부산광역시 영도구 상리로 38,http://ses.es.kr
C10,7201084,상학초등학교,부산광역시 북구 상학산복길 191,http://www.sanghak.es.kr/
C10,7201085,서감초등학교,부산광역시 사상구 괘감로 64,http://seogam.es.kr/
C10,7191075,서동초등학교,부산광역시 금정구 동현로 147,http://www.seodong.es.kr
C10,7181106,서면중학교,부산광역시 부산진구 가야대로747번길 53,http://www.somyon.ms.kr
C10,7191076,서명초등학교,부산광역시 금정구 명서로 48,http://www.seomyeong.es.kr
C10,7171067,서천초등학교,부산광역시 사하구 감천로105번길 10,http://seocheon.es.kr
C10,7181092,석포여자중학교,부산광역시 남구 유엔평화로126번길 63,http://www.sokpo-gm.ms.kr/
C10,7181037,석포초등학교,부산광역시 남구 석포로86번길 76,http://www.sukpo.es.kr
C10,7181038,선암초등학교,부산광역시 부산진구 엄광로 412,http://sunam.es.kr
C10,7181107,선화여자중학교,부산광역시 동구 초량로80번길 5,http://seonhwa-gm.ms.kr/
C10,7181039,성남초등학교,부산광역시 동구 범일로53번길 14,https://school.busanedu.net/pusansungnam-e
C10,7150148,성도고등학교,부산광역시 북구 시랑로132번길 87,http://www.sungdo.hs.kr
C10,7181093,성동중학교,부산광역시 남구 남동천로 38,http://seongdong.ms.kr/
C10,7181040,성동초등학교,부산광역시 남구 전포대로68번길 27,http://www.esungdong.es.kr
C10,7150149,성모여자고등학교,부산광역시 부산진구 양지로 29-1,http://sung-mo.hs.kr
C10,7181041,성북초등학교,부산광역시 부산진구 황령대로 79,http://www.seongbuk.es.kr/
C10,7181042,성서초등학교,부산광역시 부산진구 중앙번영로 25,http://www.sungso.es.kr
C10,7150150,성일여자고등학교,부산광역시 사하구 다대로 161,http://sungil-g.hs.kr
C10,7181043,성전초등학교,부산광역시 부산진구 전포대로298번길 15,http://www.sungjeun.es.kr/
C10,7150455,성지고등학교,부산광역시 남구 유엔로 39,http://www.bssj.hs.kr
C10,7181044,성지초등학교,부산광역시 부산진구 시민공원로 62,http://www.sungji.es.kr
C10,7181045,성천초등학교,부산광역시 남구 장고개로 64-41,http://www.sungchun.es.kr
C10,7150660,세연고등학교,부산광역시 남구 진남로 82-19,http://seyeon.hs.kr
C10,7150622,세정고등학교,부산광역시 부산진구 양정로 88-12,http://www.sejeong.hs.kr
C10,7150428,센텀고등학교,부산광역시 해운대구 해운대로 246,http://school.busanedu.net
C10,7211031,센텀중학교,부산광역시 해운대구 센텀북대로 32,http://www.centum.ms.kr
C10,7211092,센텀초등학교,부산광역시 해운대구 센텀중앙로 166,http://www.centum.es.kr
C10,7171038,송도중학교,부산광역시 서구 해양로 15,http://songdo.ms.kr
C10,7171068,송도초등학교,부산광역시 서구 충무대로 25,http://songdo.es.kr/
C10,7211093,송수초등학교,부산광역시 해운대구 해운대로76번길 35,http://www.songsu.es.kr
C10,7211057,송운초등학교,부산광역시 해운대구 신반송로 20,http://songun.es.kr
C10,7201238,송정중학교,부산광역시 강서구 가락대로 230-72,http://busansongjeong.ms.kr
C10,7211058,송정초등학교,부산광역시 해운대구 해운대로 1164-9,http://www.hudsj.es.kr/
C10,7201235,송정초등학교,부산광역시 강서구 신호산단4로 10,http://pssongjung.es.kr/
C10,7211059,수미초등학교,부산광역시 수영구 연수로310번길 91,http://www.sumi.es.kr/
C10,7181046,수성초등학교,부산광역시 동구 망양로 807,http://suseong.es.kr
C10,7191077,수안초등학교,부산광역시 동래구 온천천로 215,http://suan.es.kr
C10,7211060,수영초등학교,부산광역시 수영구 광서로16번길 33,http://suyoung.es.kr/
C10,7181047,수정초등학교,부산광역시 동구 진성로 29,http://www.bsujeong.es.kr/
C10,7171069,승학초등학교,부산광역시 사하구 낙동대로135번길 55,http://seunghak.es.kr
C10,7211018,신곡중학교,부산광역시 해운대구 좌동순환로 316,http://www.singok.ms.kr
C10,7211061,신곡초등학교,부산광역시 해운대구 좌동순환로 290,http://www.singok.es.kr
C10,7201088,신금초등학교,부산광역시 북구 효열로 42,http://www.sinkum.es.kr
C10,7171070,신남초등학교,부산광역시 사하구 비봉로 88,http://www.sinnam.es.kr
C10,7201030,신덕중학교,부산광역시 북구 함박봉로140번가길 27,http://www.shindeok.ms.kr
C10,7201089,신덕초등학교,부산광역시 북구 함박봉로140번가길 25,http://sinduk.es.kr
C10,7150114,신도고등학교,부산광역시 해운대구 좌동순환로 64,http://shindo.hs.kr
C10,7211019,신도중학교,부산광역시 해운대구 좌동순환로 50,http://www.sindo.ms.kr
C10,7211062,신도초등학교,부산광역시 해운대구 좌동순환로 34,http://sin-do.es.kr/
C10,7201043,신라중학교,부산광역시 사상구 백양대로700번길 35-8,http://school.busanedu.net/busansilla-m/
C10,7201226,신명초등학교,부산광역시 강서구 명지국제7로 178,http://bssm.es.kr
C10,7171024,신선중학교,부산광역시 영도구 복지관길 40,http://shinseon.ms.kr
C10,7171071,신선초등학교,부산광역시 영도구 산정길 17,http://www.sinseon.es.kr/
C10,7181048,신연초등학교,부산광역시 남구 유엔로25번길 66,http://sinyoun.es.kr/
C10,7211063,신재초등학교,부산광역시 해운대구 해운대로81번길 81,http://www.sinjae.es.kr
C10,7150452,신정고등학교,부산광역시 기장군 정관읍 정관3로 14,http://school.busanedu.net/shinjeong-h
C10,7211033,신정중학교,부산광역시 기장군 정관읍 정관3로 44,http://psinjung.ms.kr
C10,7211095,신정초등학교,부산광역시 기장군 정관읍 정관로 460,http://sinjeong.kr
C10,7211096,신진초등학교,부산광역시 기장군 철마면 고촌로28번길 10,http://school.busanedu.net/sinjin-e/main.do
C10,7201090,신천초등학교,부산광역시 북구 모분재로 83,http://psc.es.kr
C10,7171072,신촌초등학교,부산광역시 사하구 다대로135번길 30-21,http://www.shinchon.es.kr
C10,7171073,신평초등학교,부산광역시 사하구 장평로299번안길 19,http://www.sinpyeong.es.kr
C10,7201210,신호중학교,부산광역시 강서구 신호산단2로 76,http://shinho.ms.kr/
C10,7201091,신호초등학교,부산광역시 강서구 신호산단2로75번길 12,http://www.shinho.es.kr
C10,7171074,아미초등학교,부산광역시 서구 해돋이로 241,http://ami.es.kr/
C10,7191078,안남초등학교,부산광역시 동래구 연안로 46,http://annam.es.kr
C10,7191024,안락중학교,부산광역시 동래구 온천천로 513,http://www.anrak.ms.kr
C10,7191079,안락초등학교,부산광역시 동래구 명안로53번길 22,http://anrak.es.kr
C10,7191080,안민초등학교,부산광역시 동래구 온천천로381번길 19,http://www.anmin.es.kr/
C10,7191081,안진초등학교,부산광역시 동래구 안남로 63,http://anjin.es.kr
C10,7201031,양덕여자중학교,부산광역시 북구 시랑로21번길 178,http://www.yangduk.ms.kr
C10,7201092,양덕초등학교,부산광역시 북구 팽나무로 58,https://school.busanedu.net/yangduk-e/main.do
C10,7181094,양동여자중학교,부산광역시 부산진구 황령산로605번길 35-32,http://www.yangdong-gm.ms.kr
C10,7181049,양동초등학교,부산광역시 부산진구 황령산로605번길 35-10,http://www.yangdong.es.kr/
C10,7181050,양성초등학교,부산광역시 부산진구 양성로 34,http://yangsung.es.kr
C10,7150115,양운고등학교,부산광역시 해운대구 양운로 176,http://yangwoon.hs.kr
C10,7211020,양운중학교,부산광역시 해운대구 좌동순환로99번길 7,http://school.busanedu.net/yangun-m/main.do
C10,7211064,양운초등학교,부산광역시 해운대구 대천로67번길 36,http://www.yangun.es.kr/
C10,7150152,양정고등학교,부산광역시 부산진구 양정로 46,http://www.yangjung.hs.kr/
C10,7181051,양정초등학교,부산광역시 부산진구 중앙대로941번길 24,http://www.yj.es.kr
C10,7201093,양천초등학교,부산광역시 북구 덕천로 132,http://busanyangchun.es.kr
C10,7201032,엄궁중학교,부산광역시 사상구 대동로 56,http://www.eomgung.ms.kr
C10,7201094,엄궁초등학교,부산광역시 사상구 엄궁로191번길 23,http://www.omgung.es.kr/
C10,7191082,여고초등학교,부산광역시 동래구 여고로63번가길 12,http://www.yeogo.es.kr
C10,7191025,여명중학교,부산광역시 동래구 여고로52번길 9,http://www.yomng.ms.kr
C10,7191083,연동초등학교,부산광역시 연제구 고분로56번길 40,http://yondong.es.kr
C10,7191084,연미초등학교,부산광역시 연제구 금련로38번길 84,http://www.yeunmi.es.kr
C10,7191026,연산중학교,부산광역시 연제구 고분로56번길 39,http://www.yonsan.ms.kr
C10,7191085,연산초등학교,부산광역시 연제구 월드컵대로 41,http://www.yonsan.es.kr
C10,7191086,연서초등학교,부산광역시 연제구 거제천로270번길 30,http://school.busanedu.net/yeonseo-e/main.do
C10,7191087,연신초등학교,부산광역시 연제구 신금로23번길 30,http://www.yonsin.es.kr
C10,7191027,연일중학교,부산광역시 연제구 고분로 138,http://yeonil.ms.kr/
C10,7191088,연일초등학교,부산광역시 연제구 고분로 126-4,http://www.yonil.es.kr
C10,7150405,연제고등학교,부산광역시 연제구 쌍미천로30번길 31,http://yeonje.hs.kr/
C10,7191028,연제중학교,부산광역시 연제구 쌍미천로 62,http://www.yeonje.ms.kr
C10,7191089,연제초등학교,부산광역시 연제구 중앙대로1065번길 14,http://www.yeonje.es.kr
C10,7181052,연지초등학교,부산광역시 부산진구 연지로 29,http://yeonji.es.kr/
C10,7191029,연천중학교,부산광역시 연제구 톳고개로 16,http://www.yc.ms.kr
C10,7191090,연천초등학교,부산광역시 연제구 과정로225번길 46,http://yonchon.es.kr
C10,7181053,연포초등학교,부산광역시 남구 못골로 17,http://yeonpo.es.kr
C10,7181054,연학초등학교,부산광역시 부산진구 초읍천로 43번길,http://www.yeonhak.es.kr
C10,7171040,영남중학교,부산광역시 사하구 다대로277번길 100,http://www.yn.ms.kr/
C10,7150116,영도여자고등학교,부산광역시 영도구 중리북로21번길 42,http://www.yeongdo.hs.kr
C10,7171202,영도제일중학교,부산광역시 영도구 중리로 64,http://yeongdo-jeil.ms.kr/
C10,7171075,영도초등학교,부산광역시 영도구 꿈나무길 41,http://school.busanedu.net/yeongdo-e/
C10,7150621,영산고등학교,부산광역시 해운대구 반송순환로 142-1,http://ysh.hs.kr
C10,7150153,예문여자고등학교,부산광역시 남구 동명로92번길 76,http://www.yeamoon.hs.kr
C10,7191091,예원초등학교,부산광역시 동래구 사직로 78,http://www.yewon.es.kr
C10,7181095,오륙도중학교,부산광역시 남구 오륙도로 60,http://ord.ms.kr
C10,7181055,오륙도초등학교,부산광역시 남구 오륙도로 57,http://www.oryukdo.es.kr/
C10,7201262,오션중학교,부산광역시 강서구 명지오션시티1로 221,http://ocean.ms.kr
C10,7201223,오션초등학교,부산광역시 강서구 명지오션시티6로 72,http://ocean.es.kr
C10,7171076,옥천초등학교,부산광역시 사하구 사하로 134,http://okchun.es.kr
C10,7191214,온샘초등학교,부산광역시 동래구 충렬대로75번길 25,http://www.onsaem.es.kr
C10,7191030,온천중학교,부산광역시 동래구 쇠미로129번길 28,http://onchun.ms.kr
C10,7191092,온천초등학교,부산광역시 동래구 충렬대로107번길 124,http://www.onchun.es.kr/
C10,7201095,와석초등학교,부산광역시 북구 화명대로94번길 83,http://waseok.es.kr
C10,7181056,용당초등학교,부산광역시 남구 신선로 341,http://yongdang.es.kr/
C10,7181096,용문중학교,부산광역시 남구 동명로101번길 93,http://www.yongmoon.ms.kr/
C10,7181057,용문초등학교,부산광역시 남구 신선로 542,http://yong-mun.es.kr/
C10,7181058,용산초등학교,부산광역시 남구 동명로 176번길 55,http://school.busanedu.net/yong-san-e/main.do
C10,7181199,용소초등학교,부산광역시 남구 수영로325번길 114,http://yong-so.es.kr/
C10,7201033,용수중학교,부산광역시 북구 금곡대로229번길 88,http://www.yongsu.ms.kr
C10,7201096,용수초등학교,부산광역시 북구 화명신도시로 53,http://www.yongsu.es.kr
C10,7211231,용암초등학교,부산광역시 기장군 기장읍 기장해안로 577,http://www.yongam.es.kr
C10,7150154,용인고등학교,부산광역시 동래구 시실로107번길 37,http://psyongin.hs.kr
C10,7181097,용호중학교,부산광역시 남구 동명로 185-17,http://yongho.ms.kr
C10,7181059,용호초등학교,부산광역시 남구 용호로42번길 94,http://yh.es.kr/
C10,7181060,우암초등학교,부산광역시 남구 우암로 190-19,http://www.uambusan.es.kr/
C10,7211065,운봉초등학교,부산광역시 해운대구 신반송로 11-20,http://www.unbong.es.kr
C10,7181061,운산초등학교,부산광역시 남구 용호로269번길 89,http://www.unsan.es.kr
C10,7211066,운송초등학교,부산광역시 해운대구 반송로 839,http://woonsong.es.kr
C10,7211067,월내초등학교,부산광역시 기장군 장안읍 길천2길 25,http://www.wollae.es.kr
C10,7211068,월평초등학교,부산광역시 기장군 정관읍 월평1길 21,http://www.bswp.es.kr
C10,7191031,유락여자중학교,부산광역시 동래구 금강로 51,http://www.yurak.ms.kr/
C10,7171091,을숙도초등학교,부산광역시 사하구 낙동대로 581,http://www.eulsukdo.es.kr
C10,7171077,응봉초등학교,부산광역시 사하구 다대낙조2길 26,http://eungbong.es.kr
C10,7150344,이사벨고등학교,부산광역시 연제구 중앙대로 1197,http://www.isabelle.hs.kr
C10,7191040,이사벨중학교,부산광역시 연제구 중앙대로 1197,http://school.busanedu.net/isabelle-m
C10,7211029,인지중학교,부산광역시 해운대구 반여로 142,http://www.inji.ms.kr
C10,7211089,인지초등학교,부산광역시 해운대구 반여로 128,http://www.ij.es.kr
C10,7211242,일광중학교,부산광역시 기장군 일광읍 해빛3로 99,http://school.busanedu.net/ilgwang-m/main.do
C10,7211240,일광초등학교,부산광역시 기장군 일광읍 해빛로 46,http://school.busanedu.net/ilgwang-e/main.do
C10,7150676,장대현중고등학교,부산광역시 강서구 신호산단4로76번길 71,http://jdhschool.org
C10,7201264,장대현중고등학교(중),부산광역시 강서구 신호산단4로76번길 71,http://
C10,7171026,장림여자중학교,부산광역시 사하구 두송로 64,http://janglim.ms.kr
C10,7171078,장림초등학교,부산광역시 사하구 장림번영로103번길 10,http://jangrim.es.kr
C10,7211032,장산중학교,부산광역시 해운대구 선수촌로 47,http://bjangsan.ms.kr
C10,7211070,장산초등학교,부산광역시 해운대구 선수촌로 68,http://www.jangsan.es.kr
C10,7191093,장서초등학교,부산광역시 금정구 금강로 453,http://www.jangseo.es.kr/
C10,7150341,장안제일고등학교,부산광역시 기장군 장안읍 좌천2길 43,http://www.janganjeil.hs.kr
C10,7211036,장안중학교,부산광역시 기장군 장안읍 좌천2길 43,http://jang-an.ms.kr
C10,7211071,장안초등학교,부산광역시 기장군 장안읍 장안로 67-4,http://www.jangancho.es.kr
C10,7191033,장전중학교,부산광역시 금정구 금샘로18번길 39,http://jangjeon.ms.kr
C10,7191094,장전초등학교,부산광역시 금정구 수림로 90,http://www.jangjeon.es.kr
C10,7171027,장평중학교,부산광역시 사하구 사하로 134-1,http://bsjp.ms.kr/
C10,7211026,재송여자중학교,부산광역시 해운대구 재반로84번길 148,http://www.jaesonggirl.ms.kr
C10,7211022,재송중학교,부산광역시 해운대구 재반로165번길 16,http://www.jaesong.ms.kr
C10,7211072,재송초등학교,부산광역시 해운대구 재반로64번길 33,http://www.jaesong.es.kr
C10,7181062,전포초등학교,부산광역시 부산진구 전포대로255번길 38,http://jeonpo.es.kr/
C10,7171079,절영초등학교,부산광역시 영도구 함지로 37,http://jeolyeong.es.kr
C10,7150580,정관고등학교,부산광역시 기장군 정관읍 정관로 534,http://jeonggwan.hs.kr
C10,7211226,정관중학교,부산광역시 기장군 정관읍 정관로 531,http://jeonggwan.ms.kr/
C10,7211073,정관초등학교,부산광역시 기장군 정관읍 정관로 530,http://www.jungkwan.es.kr/
C10,7211209,정원초등학교,부산광역시 기장군 정관읍 정관로 423,http://jeongwon.es.kr
C10,7211074,좌동초등학교,부산광역시 해운대구 세실로 127,http://jwadong.es.kr
C10,7211075,좌산초등학교,부산광역시 해운대구 좌동순환로311번길 7,http://www.jwasan.es.kr/
C10,7211076,좌천초등학교,부산광역시 기장군 장안읍 좌천로 13-66,http://www.jwacheon.es.kr
C10,7201034,주감중학교,부산광역시 사상구 백양대로 530,http://www.jugam.ms.kr
C10,7201097,주감초등학교,부산광역시 사상구 양지로 48,http://www.jugam.es.kr
C10,7150117,주례여자고등학교,부산광역시 사상구 가야대로366번길 146,http://jurye.hs.kr
C10,7201035,주례여자중학교,부산광역시 사상구 가야대로306번길 55,http://www.juryegirls.ms.kr
C10,7201036,주례중학교,부산광역시 사상구 가야대로378번길 68,http://jurye.ms.kr
C10,7181065,주례초등학교,부산광역시 부산진구 진사로61번길 28-7,http://www.jure.es.kr
C10,7201098,주양초등학교,부산광역시 사상구 백양대로 372-6,http://www.juyang.es.kr/
C10,7181066,주원초등학교,부산광역시 부산진구 복지로 71,http://juwon.es.kr
C10,7201099,주학초등학교,부산광역시 사상구 가야대로366번길 120,http://www.juhak.es.kr
C10,7211077,죽성초등학교,부산광역시 기장군 기장읍 죽성로 270,http://www.jukseong.es.kr
C10,7171080,중리초등학교,부산광역시 영도구 와치로 286,http://joonglee.es.kr
C10,7171081,중현초등학교,부산광역시 사하구 다대낙조2길 8,http://junghyun.es.kr
C10,7201227,지사중학교,부산광역시 강서구 과학산단로306번길 33,http://bsjisa.ms.kr
C10,7150157,지산고등학교,부산광역시 금정구 오륜대로 50,http://www.jisan.hs.kr
C10,7191095,창신초등학교,부산광역시 연제구 종합운동장로12번길 15,http://www.changshin.es.kr
C10,7201100,창진초등학교,부산광역시 사상구 사상로223번길 100,http://www.changjin.es.kr/
C10,7201101,천가초등학교,부산광역시 강서구 동선길 135,http://www.chunga.es.kr
C10,7171082,천마초등학교,부산광역시 서구 천해로7번길 38,http://www.chunma.es.kr
C10,7211078,철마초등학교,부산광역시 기장군 철마면 철마로 493,http://chulma.es.kr/
C10,7171083,청동초등학교,부산광역시 영도구 태종로 422번길 51,http://school.busanedu.net/chungdong-e
C10,7191096,청룡초등학교,부산광역시 금정구 팔송로 6,http://www.cheongryong.es.kr/
C10,7171084,청학초등학교,부산광역시 영도구 청학로 49,http://www.cheonghak.es.kr
C10,7181067,초량초등학교,부산광역시 동구 초량상로 49,http://www.chogyo.es.kr
C10,7181098,초연중학교,부산광역시 부산진구 초읍천로77번가길 9,http://choyeon.ms.kr
C10,7181099,초읍중학교,부산광역시 부산진구 성지로94번길 71,http://www.choup.ms.kr/
C10,7181068,초읍초등학교,부산광역시 부산진구 성지로104번길 26,http://www.choup.es.kr
C10,7171028,초장중학교,부산광역시 서구 해돋이로 205,http://chojang.ms.kr/
C10,7150118,충렬고등학교,부산광역시 동래구 명장로106번길 26,http://www.pscr.hs.kr
C10,7191034,충렬중학교,부산광역시 동래구 명장로64번길 45,http://www.choongryul.ms.kr
C10,7191097,충렬초등학교,부산광역시 동래구 안락로125번길 22,http://www.pscr.es.kr
C10,7211079,칠암초등학교,부산광역시 기장군 일광읍 박영준길 19,http://www.chilam.es.kr
C10,7171029,태종대중학교,부산광역시 영도구 함지로79번길 9,http://www.taejongdae.ms.kr
C10,7171085,태종대초등학교,부산광역시 영도구 태종로 802,http://www.taejongdae.es.kr
C10,7171086,토성초등학교,부산광역시 서구 구덕로134번길 45,http://toseong.es.kr
C10,7191035,토현중학교,부산광역시 연제구 토현로 47,http://tohyeon.ms.kr
C10,7191098,토현초등학교,부산광역시 연제구 토현로 48,http://www.tohyeon.es.kr
C10,7201102,포천초등학교,부산광역시 북구 시랑로 115,http://pochen.es.kr
C10,7171030,하남중학교,부산광역시 사하구 하신번영로 206,http://www.hanam.ms.kr/
C10,7171087,하남초등학교,부산광역시 사하구 하신번영로 186,http://www.hanam.es.kr
C10,7171031,하단중학교,부산광역시 사하구 하신번영로380번길 88,https://school.busanedu.net/hadan-m/main.do
C10,7171088,하단초등학교,부산광역시 사하구 하신중앙로 321,http://www.hadan.es.kr
C10,7150406,학력인정국제금융고등학교,부산광역시 사하구 하신중앙로3번길 34,http://www.2f.hs.kr/
C10,7150439,학력인정국제금융고등학교(2년제),부산광역시 사하구 하신중앙로3번길 34,http://www.2f.hs.kr
C10,7150408,학력인정부경보건고등학교,부산광역시 사하구 두송로 53,http://www.bk.hs.kr
C10,7150443,학력인정부경보건고등학교(2년제),부산광역시 사하구 두송로 40,http://
C10,7150436,학력인정부경보건고등학교병설부경중학교(2년제),부산광역시 사하구 두송로 40,http://
C10,7150412,학력인정부산경호고등학교,부산광역시 금정구 서금로 91-5,http://www.bsgh.hs.kr
C10,7150440,학력인정부산경호고등학교(2년제),부산광역시 금정구 서금로 91-5,http://www.bsgh.hs.kr
C10,7150410,학력인정부산미용고등학교,부산광역시 부산진구 백양순환로119번길 62,http://www.bba.hs.kr
C10,7150438,학력인정부산미용고등학교(2년제),부산광역시 부산진구 백양순환로119번길 62,http://
C10,7150437,학력인정부산미용고등학교병설중학교(2년제),부산광역시 부산진구 백양순환로 119,http://
C10,7150599,학력인정부산예원고등학교,부산광역시 금정구 회천로13번길 60,http://www.yewon-ig.hs.kr
C10,7150463,학력인정부산예원고등학교(2년제),부산광역시 금정구 회천로13번길 60,http://yewonqueen.hs.kr
C10,7150464,학력인정부산예원고등학교병설예원여자중학교(2년제),부산광역시 금정구 회천로13번길 60,http://
C10,7150409,학력인정부산조리고등학교,부산광역시 사상구 낙동대로1390번길 65,http://www.jori.hs.kr
C10,7150740,학력인정부산조리고등학교(2년제),부산광역시 사상구 낙동대로1390번길 65,http://
C10,7201103,학사초등학교,부산광역시 북구 용당로15번길 20,http://school.busanedu.net/haksa-e
C10,7150158,학산여자고등학교,부산광역시 동래구 충렬사로51번길 62,http://www.hsgh.hs.kr
C10,7191041,학산여자중학교,부산광역시 동래구 충렬사로51번길 61,http://www.h-s.ms.kr
C10,7201037,학장중학교,부산광역시 사상구 대동로140번길 60,http://www.hakjang.ms.kr
C10,7201104,학장초등학교,부산광역시 사상구 대동로 205,http://www.hakjang.es.kr/
C10,7201105,학진초등학교,부산광역시 사상구 대동로 34-16,http://school.busanedu.net/hakjin-e
C10,7150400,한국과학영재학교,부산광역시 부산진구 백양관문로 105-47,http://
C10,7150579,한국조형예술고등학교,부산광역시 남구 동명로169번길 38,http://school.busanedu.net/adk-h
C10,7211023,한바다중학교,부산광역시 수영구 광안로21번가길 57,http://hanbada.ms.kr
C10,7150598,한얼고등학교,부산광역시 남구 고동골로69번가길 54,http://haneol.hs.kr
C10,7181108,항도중학교,부산광역시 부산진구 동성로118번길 44,http://www.hangdo.ms.kr
C10,7150404,해강고등학교,부산광역시 해운대구 해운대해변로 33,http://www.haegang.hs.kr
C10,7211030,해강중학교,부산광역시 해운대구 해운대해변로 17,http://www.haegang.ms.kr
C10,7211080,해강초등학교,부산광역시 해운대구 해운대해변로 73,http://www.haegang.es.kr
C10,7150159,해동고등학교,부산광역시 사하구 사하로141번나길 11-15,http://www.haedong.hs.kr
C10,7171041,해동중학교,부산광역시 영도구 절영로490번길 8-22,http://www.haedong.ms.kr
C10,7211081,해동초등학교,부산광역시 해운대구 우동1로 104,http://www.haedong.es.kr/
C10,7211085,해림초등학교,부산광역시 해운대구 해운대로469번길 42,http://www.haerim.es.kr
C10,7211243,해빛초등학교,부산광역시 기장군 일광면 해빛6로 9,http://haebit.es.kr
C10,7211082,해송초등학교,부산광역시 해운대구 좌동순환로402번길 32,http://haesong.es.kr/
C10,7181109,해연중학교,부산광역시 남구 진남로110번길 25,http://www.haeyeon.ms.kr
C10,7150160,해운대고등학교,부산광역시 해운대구 우동3로11번길 43,http://www.haeundae.hs.kr
C10,7150220,해운대공업고등학교,부산광역시 해운대구 해운대로469번길 96,http://www.hudt.hs.kr
C10,7150367,해운대관광고등학교,부산광역시 해운대구 우동2로60번길 38,http://www.h-tour.hs.kr
C10,7150161,해운대여자고등학교,부산광역시 해운대구 우동1로85번길 71,http://hwdghs.hs.kr
C10,7211038,해운대여자중학교,부산광역시 해운대구 우동1로85번길 25,http://www.haeundaeg.ms.kr/
C10,7211037,해운대중학교,부산광역시 해운대구 우동2로30번길 99,http://www.haeundae.ms.kr
C10,7211083,해운대초등학교,부산광역시 해운대구 중동2로24번길 30,http://www.haeundae.es.kr
C10,7211185,해원초등학교,부산광역시 해운대구 마린시티2로 10,http://haewon.es.kr
C10,7191099,현곡초등학교,부산광역시 금정구 동부곡로27번라길 20,http://hyungok.es.kr
C10,7150162,혜광고등학교,부산광역시 중구 망양로259번길 5,http://www.hyekwang.hs.kr
